doc_id,text,processed_text
1342,How do find best applications for android security?,find best applic android secur
1343,What is the best accordion for beginners to learn on?,best accordion beginn learn
1344,How difficult would it be to learn how to play the accordion if I know how to play the piano?,difficult would learn play accordion know play piano
1345,Role of junior leaders in Indian army?,role junior leader indian armi
1346,What is the role of the Indian army?,role indian armi
1347,What's your opinion about the decision on removal of 500 and 1000 rupees currency notes?,opinion decis remov rupe currenc note
1348,What is the use of demonetizing Rs. 500 & Rs. 1000 notes?,use demonet note
1349,What are some of the most mind-blowing facts about Bengaluru?,mind blow fact bengaluru
1351,"If both the parents have blood group B+, can the child have A+?",parent blood group child
1352,If both my parents have blood group B+ can I be A+?,parent blood group
1353,Which book is best for Neet chemistry?,book best neet chemistri
1354,Which is the best book for chemistry for NEET?,best book chemistri neet
1355,What is the essence of enlightenment?,essenc enlighten
1356,What is enlightenment?,enlighten
1357,Why are so many questions posted to Quora that are so easily answered by using Google?,mani question post quora easili answer use googl
1358,Why do many Quora users ask questions they could look up online?,mani quora user ask question could look onlin
1359,How should I answer if an interviewer asks me to sell a pen or any other product as I am pursuing a MBA?,answer interview ask sell pen product pursu mba
1360,What should be the answer if your interviewer asks you to sell his pen in front of him?,answer interview ask sell pen front
1361,What are some great side dishes for a minestrone soup?,great side dish minestron soup
1362,"68.44% of product passes the process spec.To pass, the product must be close to average. How many standard deviations away does 68.44% represent?",product pass process spec pass product must close averag mani standard deviat away repres
1363,How much is the maximum gold you can take when flying from India to USA?,much maximum gold take fli india usa
1364,Why don't we fly east to go from India to USA?,fli east india usa
1365,"If my reservation status is RAC, does it mean the seat has been confirmed?",reserv statu rac mean seat confirm
1366,"My family tickets have changed from RAC to CNF (Confirmed), will all of us have adjacent seats? After preparation of charts?",famili ticket chang rac cnf confirm adjac seat prepar chart
1367,How does a new website protect its design and user interface from copycats?,new websit protect design user interfac copycat
1368,What is a way to design a beautiful user interface?,way design beauti user interfac
1369,How can I improve my skills?,improv skill
1370,How do I improve my learning skills?,improv learn skill
1371,Is it possible to use SPI between AVR and Raspberry pi?,possibl use spi avr raspberri
1372,What are the uses of Raspberry Pi and Intel Galileo?,use raspberri intel galileo
1373,Which are the best movies of 2016?,best movi
1374,What is your best 2016 movie?,best movi
1375,What would be effect of 500 and 1000 Rs notes ban?,would effect note ban
1376,"Why Central Govt banned old 500 and 1000 Rs note, but issued new 500 and 2000 Rs note?",central govt ban old note issu new note
1377,What are some of the best photos?,best photo
1378,What is a good photo?,good photo
1379,Why students run away from home?,student run away home
1380,Why do people run away from home?,peopl run away home
1381,"In C++, what are access modifiers?",access modifi
1382,What are access modifiers in Java?,access modifi java
1383,"Can you analyze history, or is it unscientific?",analyz histori unscientif
1384,"Can poetry be learned? Or is it a “you have it or not"" sort of thing?",poetri learn sort thing
1385,What are some interesting theories about life after death?,interest theori life death
1386,What is the truth about life after death since there are some unconfirmed examples?,truth life death sinc unconfirm exampl
1387,Do I need to get a tetanus shot again?,need get tetanu shot
1388,Do I need to get a tetanus shot?,need get tetanu shot
1389,How light bend with gravity?,light bend graviti
1390,"If gravity bends light, can light bend gravity?",graviti bend light light bend graviti
1391,What does it mean to hike up your skirt?,mean hike skirt
1392,What are some cute ways to cut up a skirt?,cute way cut skirt
1393,How many new cars are sold by Maserati in the US each year?,mani new car sold maserati year
1394,Has Lotus actually sold any cars in the US over the last 10 year?,lotu actual sold car last year
1395,How do you send a private message to someone you're following on Quora?,send privat messag someon follow quora
1396,How do I send another person a message on Quora?,send anoth person messag quora
1397,How do you train a white Pitbull with brown spots?,train white pitbul brown spot
1398,How do I train White Pitbulls?,train white pitbul
1399,What is the difference between a turkey and a chicken?,differ turkey chicken
1400,"Why does turkey have darker, more flavorful dark meat than chicken?",turkey darker flavor dark meat chicken
1401,What are some of the most surreal questions asked on Quora?,surreal question ask quora
1402,What is the most surreal question on Quora?,surreal question quora
1403,What is the difference between IT and computer science engineering?,differ comput scienc engin
1404,What are the differences between computer science and computer engineering?,differ comput scienc comput engin
1405,What would be the best time to have sex?,would best time sex
1406,How can I consult a good free online astrologer?,consult good free onlin astrolog
1407,Are there any good free online astrologers?,good free onlin astrolog
1408,Why we don't feel sympathy towards everyone?,feel sympathi toward everyon
1409,Why don't I feel like talking to anyone?,feel like talk anyon
1410,Why do brothers hate sisters?,brother hate sister
1411,Why do we hate our sisters?,hate sister
1412,What is the best site for downloading Kannada films in torrent form?,best site download kannada film torrent form
1413,What's a good torrent site to download games from?,good torrent site download game
1414,What are some of the most gruesome causes of death?,gruesom caus death
1415,What causes death by hanging?,caus death hang
1416,What is latency in telecom?,latenc telecom
1417,How does WiFi latency compare to Wired Ethernet?,wifi latenc compar wire ethernet
1418,Is senior residency at Hindu Rao Hospital teaching experience?,senior resid hindu rao hospit teach experi
1419,I am studying BS Computer science. I am in 7th semester and can't pass the basic programming course. Wasted alot money?,studi comput scienc semest pass basic program cours wast alot money
1420,What behavioral adaptations do pandas have?,behavior adapt panda
1421,What behavioral adaptations do red pandas have?,behavior adapt red panda
1422,Is Textile Engineering Good?,textil engin good
1423,Is textile engineering good or not?,textil engin good
1424,What is the fastest production car?,fastest product car
1425,What is the world's fastest street legal car?,world fastest street legal car
1426,How magnets are made?,magnet made
1427,What are magnets made of?,magnet made
1428,What's the street value of A332?,street valu
1429,What is true value?,true valu
1430,What are the qualifications for being an FBI or CIA agent?,qualif fbi cia agent
1431,What does it take to become an FBI agent?,take becom fbi agent
1432,What is the best operating system for the PC in 2014?,best oper system
1433,What is the best operating system for PC?,best oper system
1434,Why are major Indian TV channels absent in northeast?,major indian channel absent northeast
1435,How many TV channels are there in the world?,mani channel world
1436,Hypothetical scenario: Our actual credit card system & banking never existed before. How would you implement a digital currency on the Internet today?,hypothet scenario actual credit card system bank never exist would implement digit currenc internet today
1437,What are some inventions from the Neolithic Age?,invent neolith age
1438,How does Quora quickly mark questions as needing improvement?,quora quickli mark question need improv
1439,Why does Quora mark my questions as needing improvement/clarification before I have time to give it details? Literally within seconds…,quora mark question need improv clarif time give detail liter within second
1440,How will I contact a good hacker?,contact good hacker
1441,How can I hire a hacker?,hire hacker
1442,What are the best horror novel in 2016?,best horror novel
1443,What are some of the best horror novels of 2014?,best horror novel
1444,What is the most beautiful thing that you have ever seen?,beauti thing ever seen
1445,What is the most beautiful thing ever built?,beauti thing ever built
1446,What are the most important things for living a good life?,import thing live good life
1447,Why should I live?,live
1448,What is the meaning and purpose to life?,mean purpos life
1449,What is the exact meaning of life?,exact mean life
1450,What should I do when my friends betray me?,friend betray
1451,What can I do when my friend betrayed me?,friend betray
1452,I'm 15 year old my height is 5 feet 7 inches and my weight is 50 kg what should I do to gain weight?,year old height feet inch weight gain weight
1454,Why is Saltwater taffy candy imported in Laos?,saltwat taffi candi import lao
1455,Is there a different price over the Internet than in person when trying to book a room in Mexico City from the US?,differ price internet person tri book room mexico citi
1456,Why is Mexico City dangerous?,mexico citi danger
1457,Why did Venuetastic fail?,venuetast fail
1458,How much does it cost to book a good wedding venue?,much cost book good wed venu
1459,"Which were some of the most amazing responses you have got with Cortana, Siri or Amazon Echo?",amaz respons got cortana siri amazon echo
1460,What are some of the most amazing concepts given by theoretical physicists which cannot be proved in reality or are too advanced to prove with available resources/technologies?,amaz concept given theoret physicist cannot prove realiti advanc prove avail resourc technolog
1462,What is more important money or respect?,import money respect
1465,Should the Indian education system be changed?,indian educ system chang
1466,Do we need to change the  education system of India? If yes then why?,need chang educ system india ye
1467,What are the multiple uses of hollow columns?,multipl use hollow column
1468,What is the standard size of a column for building?,standard size column build
1469,Which are some commonly mispronounced words?,commonli mispronounc word
1470,What are some of the most commonly mispronounced English words?,commonli mispronounc english word
1471,Why is it that every teen girl has a crush on her mathematics teacher? Is it the intelligence or their behavior?,everi teen girl crush mathemat teacher intellig behavior
1472,Do girls get crushes on their male teachers?,girl get crush male teacher
1473,Is it too late to go to medical school and become a doctor?,late medic school becom doctor
1474,Is it too late to go to medical school at 24?,late medic school
1475,Where can I buy best quality commercial innerspring sofa bed in Chatswood West?,buy best qualiti commerci innerspr sofa bed chatswood west
1476,Where can I get quality services for cleaning paint and paint removal in Chatswood?,get qualiti servic clean paint paint remov chatswood
1477,"If you screenshot someone's Instagram video, will they get notified that you screenshotted it?",screenshot someon instagram video get notifi screenshot
1478,If I screenshot someone's live video on Instagram do they get notified?,screenshot someon live video instagram get notifi
1479,"What government exams, other than the GATE, can final year computer science students give?",govern exam gate final year comput scienc student give
1480,"What government exams, other than the GATE can average mark final year computer science students give?",govern exam gate averag mark final year comput scienc student give
1481,What sentences use all 26 letters without any repeats?,sentenc use letter without repeat
1482,"Pangrams: In English, using all the letters of the alphabet exactly once, and picking one dictionary, can you make a sentence, or any set of common English words?",pangram english use letter alphabet exactli pick one dictionari make sentenc set common english word
1483,What is the effect of hypodensity of white matter in parietal lobe of brain?,effect hypodens white matter pariet lobe brain
1484,How do I increase grey matter in the brain?,increas grey matter brain
1485,What is your job and your salary? Are you satisfied with your current job?,job salari satisfi current job
1486,My IQ is currently 83. Can I get a high paying job or ever get a six figure salary job?,current get high pay job ever get six figur salari job
1487,Psychopaths: Do you find babies cute?,psychopath find babi cute
1488,Do psychopaths find babies cute?,psychopath find babi cute
1489,What is the opera song with a choir used for horror movies?,opera song choir use horror movi
1490,"What are an opera choir's rights? Do we get paid for rehearsals? Are we entitled to catering throughout rehearsals, etc. (part of an opera company)?",opera choir right get paid rehears entitl cater throughout rehears etc part opera compani
1491,Would a woman in the Catholic Church be shunned or ostracized for having a sexual relationship with a priest?,would woman cathol church shun ostrac sexual relationship priest
1492,What would happen if a woman sued the Catholic Church for not allowing them to become a priest?,would happen woman su cathol church allow becom priest
1493,"If a Canadian gets a tattoo in America, do they have to declare the cost when returning to Canada?",canadian get tattoo america declar cost return canada
1494,I'm a Canadian PR that just finished studying in the US. I got offered an H1-B. Should I take the offer or return to Canada?,canadian finish studi got offer take offer return canada
1495,How can I see who blocked me at Facebook?,see block facebook
1496,Will I see if someone blocked me of Facebook?,see someon block facebook
1497,Why has there been a scarcity of high quality fantasy films?,scarciti high qualiti fantasi film
1498,Briefly describe how you would test a mineral for each of these properties?,briefli describ would test miner properti
1499,Who are some of great coders from Tamil Nadu?,great coder tamil nadu
1500,Are there any competitive coders from Tamil Nadu?,competit coder tamil nadu
1501,What do think of when you hear the word elect?,think hear word elect
1502,"What do you think when you hear the word, ""Japan""?",think hear word japan
1503,Which is the best programming language to learn in 2017?,best program languag learn
1505,What is the ultimate way to serve humanity?,ultim way serv human
1506,How can one serve humanity?,one serv human
1507,How can I calculate 72 hours from now?,calcul hour
1508,How do I calculate a semester percentage from SGPA in ITER?,calcul semest percentag sgpa iter
1509,How hard was it for Jimmy Wales to immigrate to the UK?,hard jimmi wale immigr
1510,Why does Jimmy Wales choose to reside in London instead of the US?,jimmi wale choos resid london instead
1511,Cochin to London etihad is the change over time of 1hr sufficient in Dubai?,cochin london etihad chang time suffici dubai
1512,What is difference between China and the United States to send gifts?,differ china unit state send gift
1513,What is Quora's algorithm for sorting answers to a single question?,quora algorithm sort answer singl question
1514,How does the ranking of answers on Quora work?,rank answer quora work
1515,What will be the resolution one should have for the year 2016?,resolut one year
1516,What's your resolution for year 2016?,resolut year
1517,What are Balaji Viswanathan's views on caste based reservations in India?,balaji viswanathan view cast base reserv india
1518,What is Balaji Vishwanathan's view on caste based reservation system in India?,balaji vishwanathan view cast base reserv system india
1519,Jawed habib haircut prices?,jaw habib haircut price
1520,DO YOU THINK IF MY TREE FALLS ON YOUR PROPERTY IT SHOULD BE MYINE OR YOUR RESPONSABILITY?,think tree fall properti myin respons
1521,Does any one have ebook of answers of wren and Martin grammer and composition?,one ebook answer wren martin grammer composit
1522,Why did barvaria join Germany?,barvaria join germani
1523,What is [math]x[/math] if [math]x+\left(\dfrac{1}{x}\right) =0[/math]?,math math math left dfrac right math
1524,What is [math]\mathop {\lim}\limits_{x \to 0^+}\frac{1}{x}^\frac{-x}{x+1}[/math]?,math mathop lim limit frac frac math
1525,Whenever its about “her” its a very special feeling. Tried hard to forget her but she's alwys spcl. Should I stop talking to her even as a friend ?,whenev special feel tri hard forget alwi spcl stop talk even friend
1526,How should I stop thinking about someone?,stop think someon
1527,What are Mutual funds? How do they work?,mutual fund work
1528,What is mutual fund all about?,mutual fund
1529,How has the vertebral column anatomy changed through time?,vertebr column anatomi chang time
1530,"When calculating bullet spin; MV X 12 (twist rate in inches) X 60=RPM, does distance to target matter?",calcul bullet spin twist rate inch rpm distanc target matter
1531,Which acoustic bass guitar is the best?,acoust bass guitar best
1532,How do you go about maintaining an acoustic bass guitar?,maintain acoust bass guitar
1533,Which universities in the US offer more management content in the management information systems curriculum?,univers offer manag content manag inform system curriculum
1534,Which universities in the US offer a more technical content in the management information systems curriculum?,univers offer technic content manag inform system curriculum
1535,My maths have become extremely weak and I am in class 12th. How can I improve my maths so that I can clear my JEE exams next year?,math becom extrem weak class improv math clear jee exam next year
1536,"I want to do a BBA. I only got 62% in class 12 (non maths). I am taking 1 year drop for the entrance exam of Symbiosis, GGSIPU, etc. Should I also give an improvement next year?",want bba got class non math take year drop entranc exam symbiosi ggsipu etc also give improv next year
1537,"What is a ""function"" in the context of functional programming?",function context function program
1538,What is functional programming?,function program
1539,What is the main difference between socialism and communism.?,main differ social commun
1540,"What is the difference between socialism, marxism, and communism?",differ social marxism commun
1541,How do I change my Facebook password?,chang facebook password
1542,How can I log in Facebook without password?,log facebook without password
1543,How is the word 'valiant' used in a sentence?,word valiant use sentenc
1544,How is the word 'contorted' used in a sentence?,word contort use sentenc
1545,Why I feel dizzy when I am playing some 3D games but others do not make me feel like this? Are there any tricks in developing 3D games to avoid this?,feel dizzi play game other make feel like trick develop game avoid
1546,3D Rad: How can I make a mission-based game?,rad make mission base game
1547,How do payroll companies make money?,payrol compani make money
1548,How companies make money?,compani make money
1549,What are the most underrated and overrated movies you've seen?,underr overr movi seen
1550,What are the most overrated movies?,overr movi
1551,For what use cases do you think deep learning and neural networks overkill and simpler models work better in practice?,use case think deep learn neural network overkil simpler model work better practic
1552,"In deep Q learning, how we update the weight in neural network?",deep learn updat weight neural network
1553,"Which one to learn, C++ or C#?",one learn
1554,Which should I learn first: C++ or C#?,learn first
1555,Will a Fitbit accurately track my activity if I am riding a bike?,fitbit accur track activ ride bike
1556,What is the most accurate wearable item for activity  on the market today (i.e. Jawbone or Fitbit)?,accur wearabl item activ market today jawbon fitbit
1557,What is the best evidence for a historical Jesus?,best evid histor jesu
1558,What is the evidence for and against the existence of the historical Jesus?,evid exist histor jesu
1559,Which free online language classes would allow me to go from 0 to fluent in Portuguese given their provided courses of study?,free onlin languag class would allow fluent portugues given provid cours studi
1560,Suggest me some free online courses that provides certificates?,suggest free onlin cours provid certif
1561,How do the PM and Prez get women?,prez get women
1562,I worked for 1month and absconded from accenture within bond period will they take any legal action?will it effect when joining other company?,work month abscond accentur within bond period take legal action effect join compani
1563,What are some of the best part-time jobs where you can work from home and make some good cash?,best part time job work home make good cash
1564,What are some of the best paid part time jobs that can be done from home?,best paid part time job done home
1567,What if I shift my job from e-commerce to cloud computing?,shift job commerc cloud comput
1568,What computer science courses should I take If I want to join a product based or e-commerce company?,comput scienc cours take want join product base commerc compani
1571,What is the name of the song in which picturized on Madhuri Dixit and Ranbir Kapoor and is from which movie?,name song pictur madhuri dixit ranbir kapoor movi
1572,What is the name of the song in which Salman Khan teases Madhuri Dixit by using a slingshot and is from which movie?,name song salman khan teas madhuri dixit use slingshot movi
1573,What is the function of nucleoplasm in a plant cell?,function nucleoplasm plant cell
1574,What is the function of centrosomes in plant cells?,function centrosom plant cell
1575,"Can fossil records be used as evidence for evolution? If so, how?",fossil record use evid evolut
1576,What are some examples of evidence of evolution that fossil records provide?,exampl evid evolut fossil record provid
1577,What is the Hizmet movement?,hizmet movement
1579,Could CAT exam and MAT exam take place on same day (4th December 2016)?,could cat exam mat exam take place day decemb
1580,Is it necessary to learn vedic maths and spending time on short tricks for cat 2016 exam?,necessari learn vedic math spend time short trick cat exam
1581,What mythical creatures are in the Bible?,mythic creatur bibl
1582,What do mythical creatures eat?,mythic creatur eat
1583,"Which one is good: oral, anal, or vaginal sex?",one good oral anal vagin sex
1584,"We had consensual sex, then he forced me into having anal sex. If I press charges, will the fact that I consented to sex vaginally ruin my case?",consensu sex forc anal sex press charg fact consent sex vagin ruin case
1585,"What are the winter weather conditions like in Cincinnati, OH?",winter weather condit like cincinnati
1586,What is the weather like during winter in Tel Aviv?,weather like winter tel aviv
1587,What stocks are the best to invest in right now?,stock best invest right
1588,What are the best stocks to invest for long term right now?,best stock invest long term right
1589,How do we improve reading skills of children?,improv read skill children
1590,How do I improve my reading skill?,improv read skill
1591,What should I do if someone has posted a porn video under my name?,someon post porn video name
1592,What should I do if someone has posted porn video under my name?,someon post porn video name
1593,Do you lose nutrients & calories when you have diarrhea?,lose nutrient calori diarrhea
1594,"Will eating 2,000 calories a day make me lose weight?",eat calori day make lose weight
1595,What are the safety precautions on handling shotguns proposed by the NRA in Alaska?,safeti precaut handl shotgun propos nra alaska
1596,What are the safety precautions on handling shotguns proposed by the NRA in Arizona?,safeti precaut handl shotgun propos nra arizona
1597,What is the benefit of going Walking every morning?,benefit go walk everi morn
1598,Bollywood industry doesn't encourage outsiders? For ex outsiders may get one or at max two chances whereas star kids get multiple chances to perform?,bollywood industri encourag outsid outsid may get one max two chanc wherea star kid get multipl chanc perform
1599,Are there any martial artists who started later in life and went on to become champions?,martial artist start later life went becom champion
1600,What are the pros and cons of bringing a small claims case before the People's Court on TV?,pro con bring small claim case peopl court
1601,How do I get my ex back?,get back
1602,How do I ask my ex to get back together?,ask get back togeth
1603,Which framework should i choose for cross-platform mobile development?,framework choos cross platform mobil develop
1604,What cross-platform should I choose while developing a mobile application for an enterprise?,cross platform choos develop mobil applic enterpris
1605,What is the best way to prepare to IELTS?,best way prepar ielt
1606,What is the best way to prepare for IELTS?,best way prepar ielt
1609,What area of games programming is most mathematically involved and suited to a math major?,area game program mathemat involv suit math major
1610,"If one was to go about learning Python to be able to apply it to his area of study (Major in Chem minor in Math), what applications of Python could be most useful when applying for a job?",one learn python abl appli area studi major chem minor math applic python could use appli job
1611,What are the differences between larceny and robbery?,differ larceni robberi
1612,What is the difference between the words burglary and robbery?,differ word burglari robberi
1613,Is graph theory counted as a prerequisite for machine learning?,graph theori count prerequisit machin learn
1614,Is Graph Theory a nice-to-have course to have for machine learning?,graph theori nice cours machin learn
1615,What are the best schools to study Natural language Processing in India?,best school studi natur languag process india
1616,Which are the best schools for studying natural language processing?,best school studi natur languag process
1617,Will Ted Cruz supporters vote for Donald Trump?,ted cruz support vote donald trump
1618,Will Donald Trump support Ted Cruz for president?,donald trump support ted cruz presid
1619,What is a GDP?,gdp
1620,What is the significance of GDP?,signific gdp
1621,"Is there a ""blind trust"" provision for American Presidents, and how is it enforced?",blind trust provis american presid enforc
1622,Who will be the new American president? Why,new american presid
1623,How do I make a girl who is a newly joined junior in my college to fall in love with me?,make girl newli join junior colleg fall love
1624,What do you have to do to become an airline pilot?,becom airlin pilot
1625,What are the home remedies for piles or anal fissure?,home remedi pile anal fissur
1626,How do I cure anal fissure permanently with home remedies?,cure anal fissur perman home remedi
1627,How many words are actually needed to learn for the GRE and what is the correct method to prepare for the GRE verbal? ?,mani word actual need learn gre correct method prepar gre verbal
1628,How can I get best score in GRE?,get best score gre
1631,What are some of your own personal Moon in the 3rd House stories and experiences?,person moon hous stori experi
1632,What are some of your own personal Jupiter in the 1st house stories and experiences?,person jupit hous stori experi
1633,What can be done to reduce the pollution of India?,done reduc pollut india
1634,What is the best way to reduce pollution in india?,best way reduc pollut india
1635,Is government liasioning legal in India?,govern liasion legal india
1636,Is UberMoto legal in India?,ubermoto legal india
1637,"What's the meaning of ""I gotta take a shit!""?",mean gotta take shit
1638,"What does ""I fancy you"" mean?",fanci mean
1639,What is the best place to celebrate New Year 2017 in Hyderabad?,best place celebr new year hyderabad
1640,Which is the best place to celebrate New Year 2015 in Hyderabad?,best place celebr new year hyderabad
1641,What is working hard (not in terms of studying)?,work hard term studi
1642,What is working hard in terms of studying?,work hard term studi
1643,Can I upgrade Windows 32 bit to 64 bit Windows 8.1?,upgrad window bit bit window
1644,I have Windows 7 32 bit. Can I upgrade to 64 bit Windows 10 (since it's a free upgrade)?,window bit upgrad bit window sinc free upgrad
1645,Which were some of the bad experiences you had in life?,bad experi life
1646,What were some of your good and bad life experiences?,good bad life experi
1647,Why is Timbaland famous?,timbaland famou
1648,Which brand of drums does Timbaland use?,brand drum timbaland use
1649,Can you get a list of individual telephone numbers?,get list individu telephon number
1650,How do you get cell phone numbers?,get cell phone number
1651,Do you have to wake up during REM sleep to remember your dreams?,wake rem sleep rememb dream
1652,Do you need to wake up in the middle of REM sleep in order to remember you dreams?,need wake middl rem sleep order rememb dream
1653,What are common required and elective courses in agriculture?,common requir elect cours agricultur
1654,What are common required and elective courses in philosophy?,common requir elect cours philosophi
1655,How do I learn how to sing?,learn sing
1656,I want to learn singing. How do I start?,want learn sing start
1657,Who is capable of ending Google's monopoly in search?,capabl end googl monopoli search
1659,Can an auto immune disease cause insomnia?,auto immun diseas caus insomnia
1660,What causes Auto Immune diseases?,caus auto immun diseas
1661,Does GTA IV work in Windows 7?,gta work window
1662,Does GTA IV work on Windows 10?,gta work window
1663,Which is the best SSC and banking training insititute in Chandigarh?,best ssc bank train insititut chandigarh
1664,Which institute provide best SSC and banking coaching in Chandigarh?,institut provid best ssc bank coach chandigarh
1667,What is difference between net and gross income?,differ net gross incom
1668,What is the difference between gross income versus net income?,differ gross incom versu net incom
1669,How can I wake up early in the morning?,wake earli morn
1670,How can I get up early in the morning?,get earli morn
1671,Why do you love her?,love
1672,What do you love? Why?,love
1673,I missed the IIT. What should I do?,miss iit
1674,"When should I expect my joining date for Accenture, The timeline shows its 24 dec 2016 and I havent recieved any updates from the Organisation?",expect join date accentur timelin show dec havent reciev updat organis
1675,What is the difference between the iPhone 6s and iPhone 6s Plus?,differ iphon iphon plu
1676,What's the difference between the iPhone 6 and the iPhone 6s?,differ iphon iphon
1677,How can one improve a credit score by 100 points?,one improv credit score point
1678,Which army would win if fights occured between US troops from WW2 and US troops from Vietnam war?,armi would win fight occur troop troop vietnam war
1679,My crush likes me back; what do we do now?,crush like back
1680,My sister told my crush that I like her without me asking her to do so. What should I do now?,sister told crush like without ask
1681,Who is the most powerful character in Skyrim apart from Alduin?,power charact skyrim apart alduin
1682,Who would win the Dovahkiin from Skyrim or Kylo ren?,would win dovahkiin skyrim kylo ren
1683,Can a Muslim guy date a non Muslim girl? Is it based on how religious the individual is or are there other factors to it?,muslim guy date non muslim girl base religi individu factor
1684,What do non-Muslims expect from Muslims?,non muslim expect muslim
1685,What are your comments on this picture?,comment pictur
1686,What can I comment to my girlfriend's pictures?,comment girlfriend pictur
1687,When are the roads most slippery during rain?,road slipperi rain
1688,During rain what should I do for precautions of flooding road?,rain precaut flood road
1689,How do you prove the Heisenberg uncertainty principle experimentally?,prove heisenberg uncertainti principl experiment
1690,What's the easiest way to prove the Heisenberg uncertainty principle?,easiest way prove heisenberg uncertainti principl
1691,What is the IELTS all about?,ielt
1692,What is IELTS and its use?,ielt use
1693,How do I lose weight without doing any sport?,lose weight without sport
1694,How do I lose weight without doing exercise or diet?,lose weight without exercis diet
1695,Why do digital cameras have shutter sound?,digit camera shutter sound
1696,What digital cameras have electronic shutter that can be set to make absolutely no sound or noise?,digit camera electron shutter set make absolut sound nois
1697,What's it like dating a gangster?,like date gangster
1698,I'm 51 can I date a man in his 30's?,date man
1699,What were the main and most important political causes of World War 1?,main import polit caus world war
1700,What were the causes for World War 1?,caus world war
1701,How do I get over the fear of everything?,get fear everyth
1702,How do I get over my fears?,get fear
1703,Which city in India has the best weather?,citi india best weather
1704,Which city in Argentina has the best weather?,citi argentina best weather
1705,What is the difference between HDD and SSD in layman's terms?,differ hdd ssd layman term
1706,What is differences between SSD and hdd?,differ ssd hdd
1707,What does it mean if a dog vomits white foam?,mean dog vomit white foam
1708,Why is my puppy vomiting white foam?,puppi vomit white foam
1709,Does my life hold any significance to the world/universe?,life hold signific world univers
1710,"Do we truly have any purpose in life? Or do we create a purpose to make ourselves feel significant in the very vast world, or to make ourselves feel that our existence in the vast world is required?",truli purpos life creat purpos make feel signific vast world make feel exist vast world requir
1713,How would I develop an e-commerce website?,would develop commerc websit
1714,How do I create an e-commerce website?,creat commerc websit
1715,How do you get a micro SIM card out of an iPhone 4?,get micro sim card iphon
1716,Does an iPhone 4 use a micro SIM card?,iphon use micro sim card
1717,What can I do to improve my question on Quora?,improv question quora
1718,All my questions on Quora need improvement. What is the best way to ask a question on Quora?,question quora need improv best way ask question quora
1719,"If one of the people catches feelings, in an established friends with benefits arrangement, how can we drop the feelings going forward?",one peopl catch feel establish friend benefit arrang drop feel go forward
1720,"In an age where we constantly see the best of other people's work and lives, how do we not feel dissatisfied with our own work and lives?",age constantli see best peopl work live feel dissatisfi work live
1721,What are some tips for someone trying to teach themselves to sing?,tip someon tri teach sing
1722,How can I teach myself how to sing?,teach sing
1723,"If climate change scientists are right, why do they worry so much about public relations and packaging?",climat chang scientist right worri much public relat packag
1724,What kinds of rude comments will a man get in the United States if he dates a woman 30 years younger than him?,kind rude comment man get unit state date woman year younger
1725,What is the main reason for all the problems in India?,main reason problem india
1726,"If Frances Farmer (the actress) was still around today, what would she think about Donald Trump?",franc farmer actress still around today would think donald trump
1727,What is a good substitute for milk in macaroni and cheese?,good substitut milk macaroni chees
1728,What are some good cheese substitutes for Havarti cheese?,good chees substitut havarti chees
1729,How can constipation cause dizziness?,constip caus dizzi
1730,Can constipation cause dizziness?,constip caus dizzi
1731,"Is it possible to make doctor's review app using which patients can share anonymously all treatment given by that doctor, suggested medicines,?",possibl make doctor review app use patient share anonym treatment given doctor suggest medicin
1732,What is the warranty period of the Mi In-Ear Headphones Pro?,warranti period ear headphon pro
1733,What are some of the pros and cons of a Hillary Clinton presidency?,pro con hillari clinton presid
1734,What are pros and cons of Hillary Clinton?,pro con hillari clinton
1735,What are the best films that take place in one room?,best film take place one room
1736,I want to get thrilled. Which movie should I watch?,want get thrill movi watch
1737,Is it normal if your sperm doesn't shoot out during ejaculation?,normal sperm shoot ejacul
1738,How do I ensure that semen doesn't come out from my penis after I ejaculate?,ensur semen come peni ejacul
1739,Which is the best coaching center for SSC and Banking in Chandigarh?,best coach center ssc bank chandigarh
1740,Which are the best SSC and banking coaching centers in Chandigarh?,best ssc bank coach center chandigarh
1741,"What's the next number in the series 1,1,1,2,2,2,6,6,6?",next number seri
1742,"What would be the next number in the series-2,15,4,12,6,7? ...?",would next number seri
1743,What are the best things to do on Halloween?,best thing halloween
1745,"I wish to start investing in Equity and Mutual Funds. Where should I open Demat account for best rates, transaction charges and so on? I am NRI.",wish start invest equiti mutual fund open demat account best rate transact charg nri
1746,I am 17 and I want to invest money in stock market where should I start?,want invest money stock market start
1747,Why do companies issue bonus shares?,compani issu bonu share
1748,Why do company issue bonus shares?,compani issu bonu share
1749,How can changing 500 and 1000 rupee notes end the black money in India?,chang rupe note end black money india
1750,Do you think scrapping of 500 and 1000 rupee denominations is going to eradicate corruption?,think scrap rupe denomin go erad corrupt
1751,"What should I major in (College) that won't leave me unemployed (other than Engineering, Law, Medicine)?",major colleg leav unemploy engin law medicin
1752,What should I do in a Group discussion when others keep fighting and won't let me talk even after I ask them to let me?,group discuss other keep fight let talk even ask let
1753,Who are the best custom kiosk manufacturers in India?,best custom kiosk manufactur india
1754,Who is the best manufacturer of customized kiosk in India?,best manufactur custom kiosk india
1755,Are there any telescopes powerful enough to view evidence left behind from NASA's moon landings?,telescop power enough view evid left behind nasa moon land
